date,stock
20191230,600663.SH
20191230,600674.SH
20191230,600690.SH
20191230,600703.SH
20191230,600705.SH
20191230,600733.SH
20191230,600741.SH
20191230,600760.SH
20191230,600795.SH
20191230,600809.SH
20191230,600816.SH
20191230,600837.SH
20191230,600848.SH
20191230,600867.SH
20191230,600886.SH
20191230,600887.SH
20191230,600893.SH
20191230,600900.SH
20191230,600919.SH
20191230,600926.SH
20191230,600928.SH
20191230,600958.SH
20191230,600968.SH
20191230,600977.SH
20191230,600989.SH
20191230,600998.SH
20191230,600999.SH
20191230,601006.SH
20191230,601009.SH
20191230,601012.SH
20191230,601018.SH
20191230,601021.SH
20191230,601066.SH
20191230,601088.SH
20191230,601108.SH
20191230,601111.SH
20191230,601117.SH
20191230,601138.SH
20191230,601155.SH
20191230,601162.SH
20191230,601166.SH
20191230,601169.SH
20191230,601186.SH
20191230,601198.SH
20191230,601211.SH
20191230,601212.SH
20191230,601216.SH
20191230,601225.SH
20191230,601229.SH
20191230,601236.SH
20191230,601238.SH
20191230,601288.SH
20191230,601298.SH
20191230,601318.SH
20191230,601319.SH
20191230,601328.SH
20191230,601336.SH
20191230,601360.SH
20191230,601377.SH
20191230,601390.SH
20191230,601398.SH
20191230,601555.SH
20191230,601577.SH
20191230,601600.SH
20191230,601601.SH
20191230,601607.SH
20191230,601618.SH
20191230,601628.SH
20191230,601633.SH
20191230,601668.SH
20191230,601669.SH
20191230,601688.SH
20191230,601698.SH
20191230,601727.SH
20191230,601766.SH
20191230,601788.SH
20191230,601800.SH
20191230,601808.SH
20191230,601818.SH
20191230,601828.SH
20191230,601838.SH
20191230,601857.SH
20191230,601877.SH
20191230,601878.SH
20191230,601881.SH
20191230,601888.SH
20191230,601898.SH
20191230,601899.SH
20191230,601901.SH
20191230,601919.SH
20191230,601933.SH
20191230,601939.SH
20191230,601985.SH
20191230,601988.SH
20191230,601989.SH
20191230,601992.SH
20191230,601997.SH
20191230,601998.SH
20191230,603019.SH
20191230,603156.SH
20191230,603160.SH
20191230,603259.SH
20191230,603260.SH
20191230,603288.SH
20191230,603501.SH
20191230,603799.SH
20191230,603833.SH
20191230,603899.SH
20191230,603986.SH
20191230,603993.SH
20200615,000001.SZ
20200615,000002.SZ
20200615,000063.SZ
20200615,000066.SZ
20200615,000069.SZ
20200615,000100.SZ
20200615,000157.SZ
20200615,000166.SZ
20200615,000333.SZ
20200615,000338.SZ
20200615,000425.SZ
20200615,000538.SZ
20200615,000568.SZ
20200615,000596.SZ
20200615,000625.SZ
20200615,000627.SZ
20200615,000651.SZ
20200615,000656.SZ
20200615,000661.SZ
20200615,000671.SZ
20200615,000703.SZ
20200615,000708.SZ
20200615,000709.SZ
20200615,000723.SZ
20200615,000725.SZ
20200615,000728.SZ
20200615,000768.SZ
20200615,000776.SZ
20200615,000783.SZ
20200615,000786.SZ
20200615,000858.SZ
20200615,000860.SZ
20200615,000876.SZ
20200615,000895.SZ
20200615,000938.SZ
20200615,000961.SZ
20200615,000963.SZ
20200615,000977.SZ
20200615,001979.SZ
20200615,002001.SZ
20200615,002007.SZ
20200615,002008.SZ
20200615,002024.SZ
20200615,002027.SZ
20200615,002032.SZ
20200615,002044.SZ
20200615,002050.SZ
20200615,002120.SZ
20200615,002129.SZ
20200615,002142.SZ
20200615,002146.SZ
20200615,002153.SZ
20200615,002157.SZ
20200615,002179.SZ
20200615,002202.SZ
20200615,002230.SZ
20200615,002236.SZ
20200615,002241.SZ
20200615,002252.SZ
20200615,002271.SZ
20200615,002304.SZ
20200615,002311.SZ
20200615,002352.SZ
20200615,002371.SZ
20200615,002410.SZ
20200615,002415.SZ
20200615,002422.SZ
20200615,002456.SZ
20200615,002460.SZ
20200615,002463.SZ
20200615,002466.SZ
20200615,002468.SZ
20200615,002475.SZ
20200615,002493.SZ
20200615,002508.SZ
20200615,002555.SZ
20200615,002558.SZ
20200615,002594.SZ
20200615,002601.SZ
20200615,002602.SZ
20200615,002607.SZ
20200615,002624.SZ
20200615,002673.SZ
20200615,002714.SZ
20200615,002736.SZ
20200615,002739.SZ
20200615,002773.SZ
20200615,002841.SZ
20200615,002916.SZ
20200615,002938.SZ
20200615,002939.SZ
20200615,002945.SZ
20200615,002958.SZ
20200615,003816.SZ
20200615,300003.SZ
20200615,300014.SZ
20200615,300015.SZ
20200615,300033.SZ
20200615,300059.SZ
20200615,300122.SZ
20200615,300124.SZ
20200615,300136.SZ
20200615,300142.SZ
20200615,300144.SZ
20200615,300347.SZ
20200615,300408.SZ
20200615,300413.SZ
20200615,300433.SZ
20200615,300498.SZ
20200615,300601.SZ
20200615,300628.SZ
20200615,600000.SH
20200615,600004.SH
20200615,600009.SH
20200615,600010.SH
20200615,600011.SH
20200615,600015.SH
20200615,600016.SH
20200615,600018.SH
20200615,600019.SH
20200615,600025.SH
20200615,600027.SH
20200615,600028.SH
20200615,600029.SH
20200615,600030.SH
20200615,600031.SH
20200615,600036.SH
20200615,600038.SH
20200615,600048.SH
20200615,600050.SH
20200615,600061.SH
20200615,600066.SH
20200615,600068.SH
20200615,600085.SH
20200615,600089.SH
20200615,600104.SH
20200615,600109.SH
20200615,600111.SH
20200615,600115.SH
20200615,600118.SH
20200615,600170.SH
20200615,600176.SH
20200615,600177.SH
20200615,600183.SH
20200615,600188.SH
20200615,600196.SH
20200615,600208.SH
20200615,600219.SH
20200615,600221.SH
20200615,600233.SH
20200615,600271.SH
20200615,600276.SH
20200615,600297.SH
20200615,600299.SH
20200615,600309.SH
20200615,600332.SH
20200615,600340.SH
20200615,600346.SH
20200615,600352.SH
20200615,600362.SH
20200615,600369.SH
20200615,600372.SH
20200615,600383.SH
20200615,600390.SH
20200615,600398.SH
20200615,600406.SH
20200615,600436.SH
20200615,600438.SH
20200615,600482.SH
20200615,600487.SH
20200615,600489.SH
20200615,600498.SH
20200615,600516.SH
20200615,600519.SH
20200615,600522.SH
20200615,600547.SH
20200615,600570.SH
20200615,600583.SH
20200615,600585.SH
20200615,600588.SH
20200615,600606.SH
20200615,600637.SH
20200615,600655.SH
20200615,600660.SH
20200615,600674.SH
20200615,600690.SH
20200615,600703.SH
20200615,600705.SH
20200615,600741.SH
20200615,600745.SH
20200615,600760.SH
20200615,600795.SH
20200615,600809.SH
20200615,600837.SH
20200615,600848.SH
20200615,600867.SH
20200615,600886.SH
20200615,600887.SH
20200615,600893.SH
20200615,600900.SH
20200615,600919.SH
20200615,600926.SH
20200615,600928.SH
20200615,600958.SH
20200615,600968.SH
20200615,600977.SH
20200615,600989.SH
20200615,600998.SH
20200615,600999.SH
20200615,601006.SH
20200615,601009.SH
20200615,601012.SH
20200615,601018.SH
20200615,601021.SH
20200615,601066.SH
20200615,601077.SH
20200615,601088.SH
20200615,601100.SH
20200615,601108.SH
20200615,601111.SH
20200615,601117.SH
20200615,601138.SH
20200615,601155.SH
20200615,601162.SH
20200615,601166.SH
20200615,601169.SH
20200615,601186.SH
20200615,601198.SH
20200615,601211.SH
20200615,601212.SH
20200615,601216.SH
20200615,601225.SH
20200615,601229.SH
20200615,601231.SH
20200615,601236.SH
20200615,601238.SH
20200615,601288.SH
20200615,601298.SH
20200615,601318.SH
20200615,601319.SH
20200615,601328.SH
20200615,601336.SH
20200615,601360.SH
20200615,601377.SH
20200615,601390.SH
20200615,601398.SH
20200615,601555.SH
20200615,601577.SH
20200615,601600.SH
20200615,601601.SH
20200615,601607.SH
20200615,601618.SH
20200615,601628.SH
20200615,601633.SH
20200615,601658.SH
20200615,601668.SH
20200615,601669.SH
20200615,601688.SH
20200615,601698.SH
20200615,601727.SH
20200615,601766.SH
20200615,601788.SH
20200615,601800.SH
20200615,601808.SH
20200615,601816.SH
20200615,601818.SH
20200615,601828.SH
20200615,601838.SH
20200615,601857.SH
20200615,601877.SH
20200615,601878.SH
20200615,601881.SH
20200615,601888.SH
20200615,601898.SH
20200615,601899.SH
20200615,601901.SH
20200615,601916.SH
20200615,601919.SH
20200615,601933.SH
20200615,601939.SH
20200615,601985.SH
20200615,601988.SH
20200615,601989.SH
20200615,601992.SH
20200615,601997.SH
20200615,601998.SH
20200615,603019.SH
20200615,603156.SH
20200615,603160.SH
20200615,603259.SH
20200615,603260.SH
20200615,603288.SH
20200615,603369.SH
20200615,603501.SH
20200615,603658.SH
20200615,603799.SH
20200615,603833.SH
20200615,603899.SH
20200615,603986.SH
20200615,603993.SH
20201214,000001.SZ
20201214,000002.SZ
20201214,000063.SZ
20201214,000066.SZ
20201214,000069.SZ
20201214,000100.SZ
20201214,000157.SZ
20201214,000166.SZ
20201214,000333.SZ
20201214,000338.SZ
20201214,000425.SZ
20201214,000538.SZ
20201214,000568.SZ
20201214,000596.SZ
20201214,000625.SZ
20201214,000627.SZ
20201214,000651.SZ
20201214,000656.SZ
20201214,000661.SZ
20201214,000671.SZ
20201214,000703.SZ
20201214,000708.SZ
20201214,000723.SZ
20201214,000725.SZ
20201214,000728.SZ
20201214,000768.SZ
20201214,000776.SZ
20201214,000783.SZ
20201214,000786.SZ
20201214,000858.SZ
20201214,000860.SZ
20201214,000876.SZ
20201214,000895.SZ
20201214,000938.SZ
20201214,000961.SZ
20201214,000963.SZ
20201214,000977.SZ
20201214,001979.SZ
20201214,002001.SZ
20201214,002007.SZ
20201214,002008.SZ
20201214,002024.SZ
20201214,002027.SZ
20201214,002032.SZ
20201214,002044.SZ
20201214,002049.SZ
20201214,002050.SZ
20201214,002120.SZ
20201214,002129.SZ
20201214,002142.SZ
20201214,002146.SZ
20201214,002153.SZ
20201214,002157.SZ
20201214,002179.SZ
20201214,002202.SZ
20201214,002230.SZ
20201214,002236.SZ
20201214,002241.SZ
20201214,002252.SZ
20201214,002271.SZ
20201214,002304.SZ
20201214,002311.SZ
20201214,002352.SZ
20201214,002371.SZ
20201214,002384.SZ
20201214,002410.SZ
20201214,002414.SZ
20201214,002415.SZ
20201214,002422.SZ
20201214,002456.SZ
20201214,002460.SZ
20201214,002463.SZ
20201214,002475.SZ
20201214,002493.SZ
20201214,002508.SZ
20201214,002555.SZ
20201214,002558.SZ
20201214,002594.SZ
20201214,002600.SZ
20201214,002601.SZ
20201214,002602.SZ
20201214,002607.SZ
20201214,002624.SZ
20201214,002673.SZ
20201214,002714.SZ
20201214,002736.SZ
20201214,002739.SZ
20201214,002773.SZ
20201214,002812.SZ
20201214,002821.SZ
20201214,002841.SZ
20201214,002916.SZ
20201214,002938.SZ
20201214,002939.SZ
20201214,002945.SZ
20201214,002958.SZ
20201214,003816.SZ
20201214,300003.SZ
20201214,300014.SZ
20201214,300015.SZ
20201214,300033.SZ
20201214,300059.SZ
20201214,300122.SZ
20201214,300124.SZ
20201214,300136.SZ
20201214,300142.SZ
20201214,300144.SZ
20201214,300347.SZ
20201214,300408.SZ
20201214,300413.SZ
20201214,300433.SZ
20201214,300498.SZ
20201214,300529.SZ
20201214,300601.SZ
20201214,300628.SZ
20201214,300676.SZ
20201214,600000.SH
20201214,600004.SH
20201214,600009.SH
20201214,600010.SH
20201214,600011.SH
20201214,600015.SH
20201214,600016.SH
20201214,600018.SH
20201214,600019.SH
20201214,600025.SH
20201214,600027.SH
20201214,600028.SH
20201214,600029.SH
20201214,600030.SH
20201214,600031.SH
20201214,600036.SH
20201214,600048.SH
20201214,600050.SH
20201214,600061.SH
20201214,600066.SH
20201214,600068.SH
20201214,600085.SH
20201214,600104.SH
20201214,600109.SH
20201214,600111.SH
20201214,600115.SH
20201214,600118.SH
20201214,600150.SH
20201214,600161.SH
20201214,600176.SH
20201214,600177.SH
20201214,600183.SH
20201214,600196.SH
20201214,600208.SH
20201214,600233.SH
20201214,600271.SH
20201214,600276.SH
20201214,600297.SH
20201214,600299.SH
20201214,600309.SH
20201214,600332.SH
20201214,600340.SH
20201214,600346.SH
20201214,600352.SH
20201214,600362.SH
20201214,600369.SH
20201214,600383.SH
20201214,600390.SH
20201214,600406.SH
20201214,600436.SH
20201214,600438.SH
20201214,600482.SH
20201214,600487.SH
20201214,600489.SH
20201214,600498.SH
20201214,600519.SH
20201214,600522.SH
20201214,600547.SH
20201214,600570.SH
20201214,600584.SH
20201214,600585.SH
20201214,600588.SH
20201214,600600.SH
20201214,600606.SH
20201214,600637.SH
20201214,600655.SH
20201214,600660.SH
20201214,600690.SH
20201214,600703.SH
20201214,600705.SH
20201214,600741.SH
20201214,600745.SH
20201214,600760.SH
20201214,600763.SH
20201214,600795.SH
20201214,600809.SH
20201214,600837.SH
20201214,600845.SH
20201214,600848.SH
20201214,600872.SH
20201214,600886.SH
20201214,600887.SH
20201214,600893.SH
20201214,600900.SH
20201214,600918.SH
20201214,600919.SH
20201214,600926.SH
20201214,600958.SH
20201214,600989.SH
20201214,600998.SH
20201214,600999.SH
20201214,601006.SH
20201214,601009.SH
20201214,601012.SH
20201214,601021.SH
20201214,601066.SH
20201214,601077.SH
20201214,601088.SH
20201214,601100.SH
20201214,601108.SH
20201214,601111.SH
20201214,601117.SH
20201214,601138.SH
20201214,601155.SH
20201214,601162.SH
20201214,601166.SH
20201214,601169.SH
20201214,601186.SH
20201214,601198.SH
20201214,601211.SH
20201214,601216.SH
20201214,601225.SH
20201214,601229.SH
20201214,601231.SH
20201214,601236.SH
20201214,601238.SH
20201214,601288.SH
20201214,601318.SH
20201214,601319.SH
20201214,601328.SH
20201214,601336.SH
20201214,601360.SH
20201214,601377.SH
20201214,601390.SH
20201214,601398.SH
20201214,601555.SH
20201214,601577.SH
20201214,601600.SH
20201214,601601.SH
20201214,601607.SH
20201214,601618.SH
20201214,601628.SH
20201214,601633.SH
20201214,601658.SH
20201214,601668.SH
20201214,601669.SH
20201214,601688.SH
20201214,601696.SH
20201214,601698.SH
20201214,601727.SH
20201214,601766.SH
20201214,601788.SH
20201214,601800.SH
20201214,601808.SH
20201214,601816.SH
20201214,601818.SH
20201214,601838.SH
20201214,601857.SH
20201214,601872.SH
20201214,601877.SH
20201214,601878.SH
20201214,601881.SH
20201214,601888.SH
20201214,601899.SH
20201214,601901.SH
20201214,601916.SH
20201214,601919.SH
20201214,601933.SH
20201214,601939.SH
20201214,601985.SH
20201214,601988.SH
20201214,601989.SH
20201214,601990.SH
20201214,601998.SH
20201214,603019.SH
20201214,603087.SH
20201214,603156.SH
20201214,603160.SH
20201214,603195.SH
20201214,603259.SH
20201214,603288.SH
20201214,603369.SH
20201214,603392.SH
20201214,603501.SH
20201214,603658.SH
20201214,603799.SH
20201214,603833.SH
20201214,603899.SH
20201214,603986.SH
20201214,603993.SH
20201214,688008.SH
20201214,688009.SH
20201214,688012.SH
20201214,688036.SH
20210719,000001.SZ
20210719,000002.SZ
20210719,000063.SZ
20210719,000066.SZ
20210719,000069.SZ
20210719,000100.SZ
20210719,000157.SZ
20210719,000166.SZ
20210719,000333.SZ
20210719,000338.SZ
20210719,000425.SZ
20210719,000538.SZ
20210719,000568.SZ
20210719,000596.SZ
20210719,000625.SZ
20210719,000651.SZ
20210719,000656.SZ
20210719,000661.SZ
20210719,000703.SZ
20210719,000708.SZ
20210719,000725.SZ
20210719,000728.SZ
20210719,000768.SZ
20210719,000776.SZ
20210719,000783.SZ
20210719,000786.SZ
20210719,000800.SZ
20210719,000858.SZ
20210719,000860.SZ
20210719,000876.SZ
20210719,000895.SZ
20210719,000938.SZ
20210719,000963.SZ
20210719,000977.SZ
20210719,001979.SZ
20210719,002001.SZ
20210719,002007.SZ
20210719,002008.SZ
20210719,002024.SZ
20210719,002027.SZ
20210719,002032.SZ
20210719,002044.SZ
20210719,002049.SZ
20210719,002050.SZ
20210719,002120.SZ
20210719,002129.SZ
20210719,002142.SZ
20210719,002153.SZ
20210719,002157.SZ
20210719,002179.SZ
20210719,002202.SZ
20210719,002230.SZ
20210719,002236.SZ
20210719,002241.SZ
20210719,002252.SZ
20210719,002271.SZ
20210719,002304.SZ
20210719,002311.SZ
20210719,002352.SZ
20210719,002371.SZ
20210719,002384.SZ
20210719,002410.SZ
20210719,002414.SZ
20210719,002415.SZ
20210719,002456.SZ
20210719,002460.SZ
20210719,002463.SZ
20210719,002475.SZ
20210719,002493.SZ
20210719,002508.SZ
20210719,002555.SZ
20210719,002558.SZ
20210719,002594.SZ
20210719,002600.SZ
20210719,002601.SZ
20210719,002602.SZ
20210719,002607.SZ
20210719,002624.SZ
20210719,002673.SZ
20210719,002714.SZ
20210719,002736.SZ
20210719,002739.SZ
20210719,002773.SZ
20210719,002812.SZ
20210719,002821.SZ
20210719,002841.SZ
20210719,002916.SZ
20210719,002938.SZ
20210719,002939.SZ
20210719,002945.SZ
20210719,003816.SZ
20210719,300003.SZ
20210719,300014.SZ
20210719,300015.SZ
20210719,300033.SZ
20210719,300059.SZ
20210719,300122.SZ
20210719,300124.SZ
20210719,300136.SZ
20210719,300142.SZ
20210719,300144.SZ
20210719,300274.SZ
20210719,300347.SZ
20210719,300408.SZ
20210719,300413.SZ
20210719,300433.SZ
20210719,300450.SZ
20210719,300498.SZ
20210719,300529.SZ
20210719,300558.SZ
20210719,300595.SZ
20210719,300601.SZ
20210719,300628.SZ
20210719,300676.SZ
20210719,300677.SZ
20210719,600000.SH
20210719,600009.SH
20210719,600010.SH
20210719,600011.SH
20210719,600015.SH
20210719,600016.SH
20210719,600018.SH
20210719,600019.SH
20210719,600025.SH
20210719,600028.SH
20210719,600029.SH
20210719,600030.SH
20210719,600031.SH
20210719,600036.SH
20210719,600048.SH
20210719,600050.SH
20210719,600061.SH
20210719,600079.SH
20210719,600085.SH
20210719,600104.SH
20210719,600109.SH
20210719,600111.SH
20210719,600115.SH
20210719,600118.SH
20210719,600132.SH
20210719,600143.SH
20210719,600150.SH
20210719,600161.SH
20210719,600176.SH
20210719,600183.SH
20210719,600196.SH
20210719,600233.SH
20210719,600276.SH
20210719,600299.SH
20210719,600309.SH
20210719,600332.SH
20210719,600340.SH
20210719,600346.SH
20210719,600352.SH
20210719,600362.SH
20210719,600383.SH
20210719,600406.SH
20210719,600426.SH
20210719,600436.SH
20210719,600438.SH
20210719,600482.SH
20210719,600489.SH
20210719,600519.SH
20210719,600521.SH
20210719,600522.SH
20210719,600547.SH
20210719,600570.SH
20210719,600584.SH
20210719,600585.SH
20210719,600588.SH
20210719,600600.SH
20210719,600606.SH
20210719,600655.SH
20210719,600660.SH
20210719,600690.SH
20210719,600703.SH
20210719,600705.SH
20210719,600741.SH
20210719,600745.SH
20210719,600760.SH
20210719,600763.SH
20210719,600795.SH
20210719,600809.SH
20210719,600837.SH
20210719,600845.SH
20210719,600848.SH
20210719,600872.SH
20210719,600886.SH
20210719,600887.SH
20210719,600893.SH
20210719,600900.SH
20210719,600918.SH
20210719,600919.SH
20210719,600926.SH
20210719,600958.SH
20210719,600989.SH
20210719,600999.SH
20210719,601006.SH
20210719,601009.SH
20210719,601012.SH
20210719,601021.SH
20210719,601066.SH
20210719,601077.SH
20210719,601088.SH
20210719,601100.SH
20210719,601108.SH
20210719,601111.SH
20210719,601138.SH
20210719,601155.SH
20210719,601162.SH
20210719,601166.SH
20210719,601169.SH
20210719,601186.SH
20210719,601211.SH
20210719,601216.SH
20210719,601225.SH
20210719,601229.SH
20210719,601231.SH
20210719,601236.SH
20210719,601238.SH
20210719,601288.SH
20210719,601318.SH
20210719,601319.SH
20210719,601328.SH
20210719,601336.SH
20210719,601360.SH
20210719,601377.SH
20210719,601390.SH
20210719,601398.SH
20210719,601555.SH
20210719,601600.SH
20210719,601601.SH
20210719,601607.SH
20210719,601618.SH
20210719,601628.SH
20210719,601633.SH
20210719,601658.SH
20210719,601668.SH
20210719,601669.SH
20210719,601688.SH
20210719,601696.SH
20210719,601698.SH
20210719,601727.SH
20210719,601766.SH
20210719,601788.SH
20210719,601799.SH
20210719,601800.SH
20210719,601808.SH
20210719,601816.SH
20210719,601818.SH
20210719,601838.SH
20210719,601857.SH
20210719,601872.SH
20210719,601877.SH
20210719,601878.SH
20210719,601881.SH
20210719,601888.SH
20210719,601899.SH
20210719,601901.SH
20210719,601916.SH
20210719,601919.SH
20210719,601933.SH
20210719,601939.SH
20210719,601985.SH
20210719,601988.SH
20210719,601989.SH
20210719,601990.SH
20210719,601995.SH
20210719,601998.SH
20210719,603019.SH
20210719,603087.SH
20210719,603160.SH
20210719,603195.SH
20210719,603233.SH
20210719,603259.SH
20210719,603288.SH
20210719,603338.SH
20210719,603369.SH
20210719,603392.SH
20210719,603501.SH
20210719,603517.SH
20210719,603658.SH
20210719,603659.SH
20210719,603799.SH
20210719,603806.SH
20210719,603833.SH
20210719,603882.SH
20210719,603899.SH
20210719,603939.SH
20210719,603986.SH
20210719,603993.SH
20210719,688008.SH
20210719,688009.SH
20210719,688012.SH
20210719,688036.SH
20210719,688111.SH
20210719,688126.SH
20210719,688169.SH
20210719,688363.SH
20210719,688396.SH
20220117,000001.SZ
20220117,000002.SZ
20220117,000063.SZ
20220117,000066.SZ
20220117,000069.SZ
20220117,000100.SZ
20220117,000157.SZ
20220117,000166.SZ
20220117,000301.SZ
20220117,000333.SZ
20220117,000338.SZ
20220117,000425.SZ
20220117,000538.SZ
20220117,000568.SZ
20220117,000596.SZ
20220117,000625.SZ
20220117,000651.SZ
20220117,000661.SZ
20220117,000703.SZ
20220117,000708.SZ
20220117,000725.SZ
20220117,000768.SZ
20220117,000776.SZ
20220117,000783.SZ
20220117,000786.SZ
20220117,000800.SZ
20220117,000858.SZ
20220117,000876.SZ
20220117,000895.SZ
20220117,000938.SZ
20220117,000963.SZ
20220117,000977.SZ
20220117,001979.SZ
20220117,002001.SZ
20220117,002007.SZ
20220117,002008.SZ
20220117,002024.SZ
20220117,002027.SZ
20220117,002032.SZ
20220117,002044.SZ
20220117,002049.SZ
20220117,002050.SZ
20220117,002064.SZ
20220117,002120.SZ
20220117,002129.SZ
20220117,002142.SZ
20220117,002157.SZ
20220117,002179.SZ
20220117,002202.SZ
20220117,002230.SZ
20220117,002236.SZ
20220117,002241.SZ
20220117,002252.SZ
20220117,002271.SZ
20220117,002304.SZ
20220117,002311.SZ
20220117,002352.SZ
20220117,002371.SZ
20220117,002410.SZ
20220117,002414.SZ
20220117,002415.SZ
20220117,002459.SZ
20220117,002460.SZ
20220117,002466.SZ
20220117,002475.SZ
20220117,002493.SZ
20220117,002555.SZ
20220117,002568.SZ
20220117,002594.SZ
20220117,002600.SZ
20220117,002601.SZ
20220117,002602.SZ
20220117,002607.SZ
20220117,002624.SZ
20220117,002709.SZ
20220117,002714.SZ
20220117,002736.SZ
20220117,002791.SZ
20220117,002812.SZ
20220117,002821.SZ
20220117,002841.SZ
20220117,002916.SZ
20220117,002938.SZ
20220117,003816.SZ
20220117,300003.SZ
20220117,300014.SZ
20220117,300015.SZ
20220117,300033.SZ
20220117,300059.SZ
20220117,300122.SZ
20220117,300124.SZ
20220117,300142.SZ
20220117,300144.SZ
20220117,300274.SZ
20220117,300316.SZ
20220117,300347.SZ
20220117,300408.SZ
20220117,300413.SZ
20220117,300433.SZ
20220117,300450.SZ
20220117,300498.SZ
20220117,300529.SZ
20220117,300558.SZ
20220117,300595.SZ
20220117,300601.SZ
20220117,300628.SZ
20220117,300676.SZ
20220117,300677.SZ
20220117,300750.SZ
20220117,300759.SZ
20220117,300760.SZ
20220117,300782.SZ
20220117,300866.SZ
20220117,300888.SZ
20220117,300896.SZ
20220117,300999.SZ
20220117,600000.SH
20220117,600009.SH
20220117,600010.SH
20220117,600011.SH
20220117,600015.SH
20220117,600016.SH
20220117,600018.SH
20220117,600019.SH
20220117,600025.SH
20220117,600028.SH
20220117,600029.SH
20220117,600030.SH
20220117,600031.SH
